id;eltamont;eltaval;extremite_amont;extremite_aval;lgmvtaval;vit_reg;geometry
T_545484926_toRef;R_674703518;R_674703519;844588.498920 6521678.492320;844685.085920 6521669.661720;96,99;13,89;LINESTRING (844588.49892 6521678.49232, 844685.08592 6521669.66172)
T_545484928_FRef_F;R_674703518;R_674703519;844589.045200 6521684.467400;844685.332801 6521664.858446;113,52;13,89;LINESTRING (844589.0452 6521684.4674, 844685.332801 6521664.858446)
T_545491917_FRef;C_82649017;C_82649051;845820.458277 6521432.514296;846018.104741 6521588.400073;266,52;13,89;LINESTRING (845820.458277 6521432.514296, 846018.104741 6521588.400073)
T_545491918_FRef;R_674723564;R_82649076;846152.601800 6521695.974100;846212.611734 6521743.463845;76,528;13,89;LINESTRING (846152.6018 6521695.9741, 846212.611734 6521743.463845)
T_545491921_FRef;R_674723564;R_82649070;846155.339468 6521697.200954;846152.876768 6521702.696354;6,022;13,89;LINESTRING (846155.339468 6521697.200954, 846152.876768 6521702.696354)
T_545491921_toRef;R_82649070;R_674723564;846147.401432 6521700.242646;846149.864132 6521694.747246;6,022;13,89;LINESTRING (846147.401432 6521700.242646, 846149.864132 6521694.747246)
T_546118637_FRef;R_724072205;C_82613280;846386.553500 6519708.734900;846479.375063 6519677.299930;113,14;13,89;LINESTRING (846386.5535 6519708.7349, 846479.375063 6519677.29993)
T_546118638_FRef;R_82613388;R_724072205;846369.299200 6519714.988300;846386.553500 6519708.734900;18,353;13,89;LINESTRING (846369.2992 6519714.9883, 846386.5535 6519708.7349)
T_546118639_FRef;R_724072205;S_724072292;846386.553500 6519708.734900;846355.283600 6519520.259700;209,923;13,89;LINESTRING (846386.5535 6519708.7349, 846355.2836 6519520.2597)
T_546118735_FRef;R_82612326;C_837348318;844906.032300 6520571.133000;844851.048600 6520694.740536;148,829;13,89;LINESTRING (844906.0323 6520571.133, 844851.0486 6520694.740536)
T_546118779_FRef;R_82647710;R_82647715;845029.240242 6520961.347440;845086.871984 6521045.676370;102,294;8,33;LINESTRING (845029.240242 6520961.34744, 845086.871984 6521045.67637)
T_546118779_toRef;R_82647715;R_82647710;845082.029216 6521049.218630;845023.955758 6520964.188960;103,121;8,33;LINESTRING (845082.029216 6521049.21863, 845023.955758 6520964.18896)
T_546118786_FRef;R_82613417;R_82613412;846678.312091 6520808.307392;846534.978779 6520820.548858;144,759;13,89;LINESTRING (846678.312091 6520808.307392, 846534.978779 6520820.548858)
T_546118786_toRef;R_82613412;R_82613417;846535.037221 6520814.549142;846676.801709 6520802.500608;143,175;13,89;LINESTRING (846535.037221 6520814.549142, 846676.801709 6520802.500608)
T_546118787_FRef;R_82613412;C_82613409;846535.135422 6520820.546293;846507.160690 6520821.735563;48,419;13,89;LINESTRING (846535.135422 6520820.546293, 846507.16069 6520821.735563)
T_546118787_toRef;C_82613409;R_82613412;846506.905846 6520815.740978;846534.880578 6520814.551707;28,0;13,89;LINESTRING (846506.905846 6520815.740978, 846534.880578 6520814.551707)
T_546118788_FRef;R_82613412;S_724072498_T_546118788_FRef;846537.962813 6520818.067730;846510.969613 6520971.827630;156,111;8,33;LINESTRING (846537.962813 6520818.06773, 846510.969613 6520971.82763)
T_546118788_toRef;E_724072498_T_546118788_toRef;R_82613412;846505.059987 6520970.790170;846532.053187 6520817.030270;156,111;8,33;LINESTRING (846505.059987 6520970.79017, 846532.053187 6520817.03027)
T_546118795_FRef;R_82647805;C_82648985;845527.587095 6521364.920819;845583.180735 6521377.504426;100,849;13,89;LINESTRING (845527.587095 6521364.920819, 845583.180735 6521377.504426)
T_546118795_toRef;C_82648985;R_82647805;845581.856145 6521383.356389;845526.262505 6521370.772781;57,0;13,89;LINESTRING (845581.856145 6521383.356389, 845526.262505 6521370.772781)
T_546118796_FRef;C_82647802;R_82647805;845463.337802 6521349.910980;845527.607276 6521364.925460;66,0;13,89;LINESTRING (845463.337802 6521349.91098, 845527.607276 6521364.92546)
T_546118796_toRef;R_82647805;C_82647802;845526.242324 6521370.768140;845465.867969 6521356.663628;81,815;13,89;LINESTRING (845526.242324 6521370.76814, 845465.867969 6521356.663628)
T_546118800_FRef;R_82647811;R_82647806;845279.070016 6521470.493699;845179.476516 6521474.800699;99,687;13,89;LINESTRING (845279.070016 6521470.493699, 845179.476516 6521474.800699)
T_546118800_toRef;R_82647806;R_82647811;845179.217284 6521468.806301;845278.810784 6521464.499301;99,687;13,89;LINESTRING (845179.217284 6521468.806301, 845278.810784 6521464.499301)
T_546118811_toRef_F_F_F_F;R_82647261;C_82647230;844692.253400 6521367.310000;844687.309183 6520950.528568;472,601;13,89;LINESTRING (844692.2534 6521367.31, 844687.309183 6520950.528568)
T_546121443_FRef;E_82621000_T_546121443_FRef;C_82620999;848259.373617 6519436.487669;848113.064335 6519664.368880;292,339;13,89;LINESTRING (848259.373617 6519436.487669, 848113.064335 6519664.36888)
T_546121443_toRef;C_82620999;S_82621000_T_546121443_toRef;848105.703395 6519665.518338;848254.369983 6519433.176531;276,586;13,89;LINESTRING (848105.703395 6519665.518338, 848254.369983 6519433.176531)
T_546152432_FRef;E_731540925;C_1024980819;844707.527700 6519725.559300;844706.923662 6519842.557741;133,848;13,89;LINESTRING (844707.5277 6519725.5593, 844706.923662 6519842.557741)
T_549653953_toRef_F_F;R_82647275;C_82647284;844409.996234 6521703.968825;844467.017617 6521694.196306;79,325;2,78;LINESTRING (844409.996234 6521703.968825, 844467.017617 6521694.196306)
T_549653954_FRef_F;C_82647284;R_82647275;844466.946287 6521700.325332;844411.057766 6521709.874175;56,757;2,78;LINESTRING (844466.946287 6521700.325332, 844411.057766 6521709.874175)
T_549654057_FRef_F;C_1024980819;C_1024980820;844706.925999 6519861.503984;844706.605432 6519929.496628;85,058;13,89;LINESTRING (844706.925999 6519861.503984, 844706.605432 6519929.496628)
T_549654200_FRef;R_753733450;C_545421103;844642.008100 6520097.248900;844641.367840 6519945.275675;171,641;2,78;LINESTRING (844642.0081 6520097.2489, 844641.36784 6519945.275675)
T_549654288_FRef;R_82612131;R_753733573;844679.014657 6520797.689606;844682.340857 6520854.419706;56,828;13,89;LINESTRING (844679.014657 6520797.689606, 844682.340857 6520854.419706)
T_549654288_toRef;R_753733573;R_82612131;844676.351143 6520854.770894;844673.024943 6520798.040794;56,828;13,89;LINESTRING (844676.351143 6520854.770894, 844673.024943 6520798.040794)
T_549654290_FRef;R_753733573;R_82647225;844679.645653 6520857.580297;844607.959553 6520864.776597;72,046;13,89;LINESTRING (844679.645653 6520857.580297, 844607.959553 6520864.776597)
T_549654290_toRef;R_82647225;R_753733573;844607.360247 6520858.806603;844679.046347 6520851.610303;72,046;13,89;LINESTRING (844607.360247 6520858.806603, 844679.046347 6520851.610303)
T_549654291_FRef;C_82612318;R_753733574;844777.117332 6520791.122158;844780.416532 6520848.962458;57,934;13,89;LINESTRING (844777.117332 6520791.122158, 844780.416532 6520848.962458)
T_549654291_toRef;R_753733574;C_82612318;844774.426268 6520849.304142;844771.127068 6520791.463842;57,939;13,89;LINESTRING (844774.426268 6520849.304142, 844771.127068 6520791.463842)
T_549654292_FRef;R_753733574;C_837348320;844780.418048 6520848.991513;844783.820940 6520920.911053;97,124;13,89;LINESTRING (844780.418048 6520848.991513, 844783.82094 6520920.911053)
T_549654292_toRef;C_837348320;R_753733574;844777.771778 6520920.013892;844774.424752 6520849.275087;70,818;13,89;LINESTRING (844777.771778 6520920.013892, 844774.424752 6520849.275087)
T_549654293_FRef_F;R_753733574;R_753733573;844777.515331 6520852.131829;844679.630394 6520857.581790;98,084;13,89;LINESTRING (844777.515331 6520852.131829, 844679.630394 6520857.58179)
T_549654294_toRef_F;R_753733573;R_753733574;844679.061606 6520851.608810;844777.327469 6520846.134771;98,465;13,89;LINESTRING (844679.061606 6520851.60881, 844777.327469 6520846.134771)
T_549654319_FRef;C_804333513;C_804333512;843601.351060 6522068.548187;843723.269418 6522182.515400;221,96133333333333;13,89;LINESTRING (843601.35106 6522068.548187, 843723.269418 6522182.5154)
T_549654320_FRef_F;C_804333512;R_820434022;843733.646962 6522179.086185;843788.938100 6522195.516900;78,825;8,33;LINESTRING (843733.646962 6522179.086185, 843788.9381 6522195.5169)
T_549654323_FRef;C_804333512;C_82643374;843778.397388 6522225.878635;843836.653146 6522268.190178;120,71;13,89;LINESTRING (843778.397388 6522225.878635, 843836.653146 6522268.190178)
T_549654325_FRef;E_753733616_T_549654325_FRef;C_804333514;843530.581541 6521854.192961;843489.675527 6521882.945317;66,954;8,33;LINESTRING (843530.581541 6521854.192961, 843489.675527 6521882.945317)
T_549654325_toRef;C_804333514;S_753733616_T_549654325_toRef;843487.861485 6521876.886502;843527.131259 6521849.284239;48,0;8,33;LINESTRING (843487.861485 6521876.886502, 843527.131259 6521849.284239)
T_549677549_FRef;R_82647973;C_82647629;844857.447012 6522815.860179;844616.959962 6522725.681615;257,53;13,89;LINESTRING (844857.447012 6522815.860179, 844616.959962 6522725.681615)
T_549690107_toRef_F;R_82647434;C_82647284;844492.262118 6521954.508916;844475.392508 6521706.149225;269,99666666666667;13,89;LINESTRING (844492.262118 6521954.508916, 844475.392508 6521706.149225)
T_549690108_FRef_F_F;C_82647284;R_82647435;844488.774400 6521713.585000;844499.917841 6521959.574207;246,24566666666666;13,89;LINESTRING (844488.7744 6521713.585, 844499.917841 6521959.574207)
T_549690137_toRef_F_F;C_82647284;C_82647267;844474.824400 6521686.398000;844459.806594 6521387.640295;309,9335;13,89;LINESTRING (844474.8244 6521686.398, 844459.806594 6521387.640295)
T_549690139_FRef_F;R_762997547;C_82647284;844485.799227 6521600.270489;844488.132479 6521686.606827;109,04266666666666;13,89;LINESTRING (844485.799227 6521600.270489, 844488.132479 6521686.606827)
T_549690255_FRef;C_82647145;R_762997770;844271.747156 6520920.280056;844343.432406 6520934.072262;73,0;13,89;LINESTRING (844271.747156 6520920.280056, 844343.432406 6520934.072262)
T_549690255_toRef;R_762997770;C_82647145;844341.377164 6520942.959219;844262.606016 6520930.741392;87,4935;13,89;LINESTRING (844341.377164 6520942.959219, 844262.606016 6520930.741392)
T_549690256_FRef_F_F_F;R_762997770;C_82647208;844343.321600 6520934.052000;844428.675944 6520946.394532;109,384;13,89;LINESTRING (844343.3216 6520934.052, 844428.675944 6520946.394532)
T_549690291_FRef_F;E_82607369_T_549690291_FRef;C_82607398;842930.874029 6520441.375492;843057.113185 6520446.872307;144,991;8,33;LINESTRING (842930.874029 6520441.375492, 843057.113185 6520446.872307)
T_549693906_FRef;E_763009795;R_545421071;844410.023400 6519680.782500;844404.002400 6519738.403200;57,9345;13,89;LINESTRING (844410.0234 6519680.7825, 844404.0024 6519738.4032)
T_549694276_FRef_F;R_82642737;S_545413229_T_61615192_FRef;843024.342337 6520868.711329;842873.479177 6520880.807292;151,35833333333332;13,89;LINESTRING (843024.342337 6520868.711329, 842873.479177 6520880.807292)
T_549694276_toRef;E_545413229_T_61615192_toRef;R_82642737;842872.935922 6520868.859801;842914.270105 6520865.709519;41,454;13,89;LINESTRING (842872.935922 6520868.859801, 842914.270105 6520865.709519)
T_549694338_FRef_F;R_82642755;R_82642759;843079.673455 6520905.185282;843089.980515 6520942.599282;39,121;13,89;LINESTRING (843079.673455 6520905.185282, 843089.980515 6520942.599282)
T_549694339_toRef_F_F;R_82642759;C_826894171;843078.925100 6520947.266000;843066.958774 6520883.011429;86,351;13,89;LINESTRING (843078.9251 6520947.266, 843066.958774 6520883.011429)
T_58225767_FRef;R_21;R_82647654;844520.607377 6522985.089571;844518.751579 6522972.256256;12,967;13,89;LINESTRING (844520.607377 6522985.089571, 844518.751579 6522972.256256)
T_58225771_FRef;R_82647658;R_82647661;844541.759272 6522970.661536;844542.908766 6522985.349526;14,733;13,89;LINESTRING (844541.759272 6522970.661536, 844542.908766 6522985.349526)
T_58225813_FRef;E_82647563;R_82647654;844426.554347 6522939.880620;844506.891262 6522967.851660;86,313;13,89;LINESTRING (844426.554347 6522939.88062, 844506.891262 6522967.85166)
T_58225813_toRef;R_21;S_82647563;844516.598107 6522986.243577;844424.766244 6522943.712269;101,367;13,89;LINESTRING (844516.598107 6522986.243577, 844424.766244 6522943.712269)
T_58225838_FRef;R_20;R_82647658;844537.083978 6522833.188016;844540.438432 6522963.776157;131,199;13,89;LINESTRING (844537.083978 6522833.188016, 844540.438432 6522963.776157)
T_58226032_FRef_F;R_82649356;R_82649363;846348.678720 6522738.497189;846472.447236 6522633.113745;242,807;13,89;LINESTRING (846348.67872 6522738.497189, 846472.447236 6522633.113745)
T_58226154_FRef;R_82649354;R_82649356;846344.907982 6522654.461551;846351.385182 6522741.260351;87,04;8,33;LINESTRING (846344.907982 6522654.461551, 846351.385182 6522741.260351)
T_58226154_toRef;R_82649356;R_82649354;846345.401818 6522741.706849;846338.924618 6522654.908049;87,04;8,33;LINESTRING (846345.401818 6522741.706849, 846338.924618 6522654.908049)
T_58226206_FRef_F;R_82649363;R_82649356;846478.233964 6522631.528255;846348.108280 6522744.470011;250,52;13,89;LINESTRING (846478.233964 6522631.528255, 846348.10828 6522744.470011)
T_58226207_FRef;R_82649363;R_82649354;846475.880361 6522635.272044;846342.316039 6522657.658049;135,46;13,89;LINESTRING (846475.880361 6522635.272044, 846342.316039 6522657.658049)
T_58226207_toRef;R_82649354;R_82649363;846341.516561 6522651.711551;846474.800839 6522629.369956;135,176;13,89;LINESTRING (846341.516561 6522651.711551, 846474.800839 6522629.369956)
T_58226346_FRef;R_82649171;C_1057590089;846097.659485 6522563.743821;846169.307147 6522581.082412;91,397;8,33;LINESTRING (846097.659485 6522563.743821, 846169.307147 6522581.082412)
T_58226346_toRef;C_1057590089;R_82649171;846169.957095 6522587.300523;846096.110315 6522569.540379;76,004;8,33;LINESTRING (846169.957095 6522587.300523, 846096.110315 6522569.540379)
T_58226371_toRef_F;R_82649171;R_82649163;846094.065480 6522565.616981;846104.721644 6522470.595257;111,055;8,33;LINESTRING (846094.06548 6522565.616981, 846104.721644 6522470.595257)
T_58226493_FRef;C_1057590089;R_82649167;846177.979437 6522575.803621;846221.897700 6522440.765900;142,0;8,33;LINESTRING (846177.979437 6522575.803621, 846221.8977 6522440.7659)
T_58226532_FRef;R_82649141;R_801869594;846104.436979 6522407.570713;846003.654492 6522535.139551;198,291;8,33;LINESTRING (846104.436979 6522407.570713, 846003.654492 6522535.139551)
T_58226532_toRef;R_801869594;R_82649141;845998.972908 6522531.386849;846103.269021 6522401.685487;202,49;8,33;LINESTRING (845998.972908 6522531.386849, 846103.269021 6522401.685487)
T_58226561_FRef;R_82649141;R_82649167;846104.393975 6522401.677279;846222.873745 6522437.929117;124,148;8,33;LINESTRING (846104.393975 6522401.677279, 846222.873745 6522437.929117)
T_58226561_toRef;R_82649167;R_82649141;846220.921655 6522443.602683;846103.312025 6522407.578921;123,249;8,33;LINESTRING (846220.921655 6522443.602683, 846103.312025 6522407.578921)
T_58226668_toRef_F;R_82649101;R_82648095;845785.999579 6522464.353193;845287.906851 6522305.960546;522,883;8,33;LINESTRING (845785.999579 6522464.353193, 845287.906851 6522305.960546)
T_58226690_FRef;R_82649105;R_82649101;845837.380296 6522324.773088;845789.807696 6522462.494688;145,707;8,33;LINESTRING (845837.380296 6522324.773088, 845789.807696 6522462.494688)
T_58226690_toRef;R_82649101;R_82649105;845784.136504 6522460.535712;845831.709104 6522322.814112;145,707;8,33;LINESTRING (845784.136504 6522460.535712, 845831.709104 6522322.814112)
T_58226703_FRef;R_82649105;R_82649100;845834.544700 6522323.793600;845813.007300 6522314.394900;23,499;8,33;LINESTRING (845834.5447 6522323.7936, 845813.0073 6522314.3949)
T_58226729_FRef_F;R_82648095;R_82649101;845289.460749 6522300.165254;845787.944621 6522458.677207;523,292;8,33;LINESTRING (845289.460749 6522300.165254, 845787.944621 6522458.677207)
T_58226752_FRef;R_82649411;S_82649465_T_58226752_FRef;846805.908386 6522273.048505;846836.712186 6522284.894205;33,003;13,89;LINESTRING (846805.908386 6522273.048505, 846836.712186 6522284.894205)
T_58226752_toRef;E_82649465_T_58226752_toRef;R_82649411;846834.558614 6522290.494395;846803.754814 6522278.648695;33,003;13,89;LINESTRING (846834.558614 6522290.494395, 846803.754814 6522278.648695)
T_58226753_FRef;R_82649411;751529257;846807.619079 6522276.957637;846767.320584 6522347.725208;126,437;13,89;LINESTRING (846807.619079 6522276.957637, 846767.320584 6522347.725208)
T_58226753_toRef;751529257;R_82649411;846765.459235 6522340.990752;846802.044121 6522274.739563;77,772;13,89;LINESTRING (846765.459235 6522340.990752, 846802.044121 6522274.739563)
T_58226776_FRef;R_82649102;R_82649105;845827.082800 6522278.072500;845834.544700 6522323.793600;52,423;8,33;LINESTRING (845827.0828 6522278.0725, 845834.5447 6522323.7936)
T_58226777_FRef;R_82649100;R_82649102;845813.007300 6522314.394900;845827.082800 6522278.072500;38,954;8,33;LINESTRING (845813.0073 6522314.3949, 845827.0828 6522278.0725)
T_58226879_FRef;R_82649133;R_82649138;846003.770316 6522205.962809;846098.454416 6522211.549909;94,849;8,33;LINESTRING (846003.770316 6522205.962809, 846098.454416 6522211.549909)
T_58226879_toRef;R_82649138;R_82649133;846098.100984 6522217.539491;846003.416884 6522211.952391;94,849;8,33;LINESTRING (846098.100984 6522217.539491, 846003.416884 6522211.952391)
T_58226880_FRef;R_82649133;S_82649139_T_58226880_FRef;846006.587462 6522208.765798;846017.919962 6522385.656198;177,253;8,33;LINESTRING (846006.587462 6522208.765798, 846017.919962 6522385.656198)
T_58226880_toRef;E_82649139_T_58226880_toRef;R_82649133;846011.932238 6522386.039802;846000.599738 6522209.149402;177,253;8,33;LINESTRING (846011.932238 6522386.039802, 846000.599738 6522209.149402)
T_58226917_FRef;E_82649324_T_58226917_FRef;R_82649328;846389.290416 6522173.079742;846442.723718 6522186.725328;56,93;13,89;LINESTRING (846389.290416 6522173.079742, 846442.723718 6522186.725328)
T_58226917_toRef;R_82649328;S_82649324_T_58226917_toRef;846445.174282 6522192.202072;846387.338184 6522178.753258;61,291;13,89;LINESTRING (846445.174282 6522192.202072, 846387.338184 6522178.753258)
T_58226932_FRef;R_82649099;R_82649133;845863.241965 6522166.084380;846003.812541 6522205.965600;146,663;8,33;LINESTRING (845863.241965 6522166.08438, 846003.812541 6522205.9656)
T_58226932_toRef;R_82649133;R_82649099;846003.374659 6522211.949600;845861.397435 6522171.793820;148,094;8,33;LINESTRING (846003.374659 6522211.9496, 845861.397435 6522171.79382)
T_58226933_FRef;R_82649099;R_82649102;845865.280029 6522169.425363;845829.913200 6522279.066903;115,424;8,33;LINESTRING (845865.280029 6522169.425363, 845829.9132 6522279.066903)
T_58226933_toRef;R_82649102;R_82649099;845824.252400 6522277.078097;845859.359371 6522168.452837;114,378;8,33;LINESTRING (845824.2524 6522277.078097, 845859.359371 6522168.452837)
T_58226958_FRef_F_F;R_82647341;R_82647424;844240.048500 6522167.765000;844353.963758 6522051.445447;361,299;2,78;LINESTRING (844240.0485 6522167.765, 844353.963758 6522051.445447)
